OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
"664","28650","251","2","13374",Maiden,,187.677583370719,1278104496.07623,377336.649296681
"665","28651","100","2","6653",Millers Creek,,150.308131669923,2065649255.9353,349078.290644553
"666","28654","72","2","3800",Moravian Falls,,189.473684210526,1821577421.53857,295573.209104024
"667","28655","1506","24","58249",Morganton,,258.545211076585,9153179930.14331,677983.745386267
"668","28657","74","0","9610",Newland,,77.003121748179,3935578521.47217,457051.359413869
"669","28658","569","7","25858",Newton,,220.047954211463,2022657893.02307,451555.722478837
"670","28659","440","6","21013",North Wilkesboro,,209.39418455242,2817470108.66394,743040.466864702
"671","28660","39","0","2336",Olin,,166.952054794521,892135691.594116,224297.744075571
"672","28663","3","0","715",Piney Creek,,41.958041958042,577849850.650269,137228.322788793
"673","28665","32","1","2986",Purlear,,107.166778298727,1778038258.60608,240271.301413849
"674","28667","11","0","105",Rhodhiss,,1047.61904761905,1309548.80932617,6065.66147149414
"675","28668",,,"39",Roaring Gap,Population <500 and Cases <5,,150579895.761963,97868.8716295681
"676","28669","35","0","3133",Roaring River,,111.71401212895,1299426384.18799,252536.432806368
"677","28670","38","2","3183",Ronda,,119.384228715049,1123975912.01135,257469.478215133
"678","28672",,,"35",Scottville,Population <500 and Cases <5,,62555584.7313232,47932.7256464108
"679","28673","87","0","6621",Sherrills Ford,,131.400090620752,852092289.759583,248402.605359209
"680","28675","177","0","6805",Sparta,,260.102865540044,2977111225.9541,397880.21838125
"681","28676","48","0","3444",State Road,,139.372822299652,830902972.436646,197653.666386266
"682","28677","762","9","35614",Statesville,,213.960801931825,2372250827.99042,364916.143502524
"683","28678","56","0","5252",Stony Point,,106.626047220107,1249807753.12482,237772.476162198
"684","28679","12","0","2122",Sugar Grove,,56.550424128181,636943392.934937,227619.317646308
"685","28681","363","3","26959",Taylorsville,,134.648911309767,4726487412.65814,412700.759417833
"686","28682","7","0","1099",Terrell,,63.6942675159236,164657442.78833,108427.066369374
"687","28683","21","0","1934",Thurmond,,108.583247156153,988749233.112671,203358.60410099
"688","28684","11","1","2175",Todd,,50.5747126436782,1383524229.94177,292392.138653963
"689","28685","26","0","1908",Traphill,,136.268343815514,1296786088.98804,215086.939280452
"690","28689","31","0","1662",Union Grove,,186.522262334537,1218398001.86389,304792.24772459
"691","28690","161","4","9427",Valdese,,170.786040097592,668624773.04187,213466.610171622
"692","28692","57","0","4504",Vilas,,126.554174067496,1091553223.68976,286379.955820553
"693","28693","15","0","1693",Warrensville,,88.6001181334909,621923811.260986,170328.387778476
"694","28694","88","0","8033",West Jefferson,,109.548114029628,2188720146.69934,416426.801998168
"695","28697","323","16","13376",Wilkesboro,,241.477272727273,1810927272.521,565265.362104433
"696","28698","37","0","1844",Zionville,,200.650759219089,762471326.925049,227334.653867247
"697","28701","28","0","4830",Alexander,,57.9710144927536,557040025.003723,178622.867954755
"698","28702","3","0","704",Almond,,42.6136363636364,749571990.457794,168899.042279792
"699","28704","375","0","21728",Arden,,172.588365243004,1481682958.97644,329012.999643476
"700","28705","60","0","7168",Bakersville,,83.7053571428571,3538838336.04175,376028.663142582
"701","28708","2","0","1340",Balsam Grove,,14.9253731343284,795626278.709686,241272.033803255
"702","28709","5","0","2308",Barnardsville,,21.6637781629116,1635213770.4093,231197.383485249
"703","28711","120","9","15250",Black Mountain,,78.6885245901639,2289646423.50623,432841.10713665
"704","28712","224","7","19644",Brevard,,114.029729179393,3743370041.24365,607196.289251344
"705","28713","54","1","9333",Bryson City,,57.8592092574735,7085157294.99072,658029.652447302
"706","28714","183","0","17066",Burnsville,,107.230751201219,7287599937.88281,538818.932986382
"707","28715","326","4","27289",Candler,,119.462054307596,1975153881.5733,274379.594297132
"708","28716","267","28","18650",Canton,,143.163538873995,4450693739.33826,450946.985814241
"709","28717","50","1","1471",Cashiers,,339.904826648538,1160000231.10587,300525.403558473
"710","28718","5","0","607",Cedar Mountain,,82.3723228995058,604740430.192017,157079.894608512
"711","28719","117","3","6945",Cherokee,,168.466522678186,6313532001.74988,506970.161305604
"712","28720",,,"35",Chimney Rock,Population <500 and Cases <5,,47877696.5422974,47768.4833790312
"713","28721","99","0","10866",Clyde,,91.1098840419658,3262240884.20239,451646.750156333
"714","28722","111","2","6854",Columbus,,161.949226728917,1330435890.70984,371441.890606651
"715","28723","240","0","11678",Cullowhee,,205.514642918308,2829089767.59064,521400.904374382
"716","28725",,,"36",Dillsboro,Population <500 and Cases <5,,1395548.49920654,7541.63511359509
"717","28726","103","2","3477",East Flat Rock,,296.232384239287,62782212.3257446,52681.8363735949
"718","28729","22","0","2978",Etowah,,73.875083948959,115914409.369507,74718.0620947517
"719","28730","64","1","10068",Fairview,,63.5677393722686,1334723772.69336,277836.650121475
"720","28731","222","7","9271",Flat Rock,,239.456369323698,910498937.374664,308715.430561088
"721","28732","167","0","18899",Fletcher,,88.3644637282396,1163648233.76184,268599.174805656
"722","28733",,,"200",Fontana Dam,Population <500 and Cases <5,,498075903.916718,200917.740964481
"723","28734","488","1","28423",Franklin,,171.691939626359,8413329787.90622,680710.034553254
"724","28735",,,"294",Gerton,Population <500 and Cases <5,,137680777.623108,92735.3834552802
"725","28736","13","0","740",Glenville,,175.675675675676,845894035.551971,243241.394198335
"726","28739","203","3","21994",Hendersonville,,92.2978994271165,1809199500.98254,354883.696935043
"727","28740","25","0","2123",Green Mountain,,117.757889778615,2560353451.70599,391601.88482291
"728","28741","82","0","3135",Highlands,,261.562998405104,2488322100.83908,291652.561708351
"729","28742","27","0","2834",Horse Shoe,,95.2717007762879,759756422.807678,323788.261855291
"730","28743","11","0","2422",Hot Springs,,45.4170107349298,2855463957.34918,351331.648547095
"731","28745","11","0","598",Lake Junaluska,,183.946488294314,24208240.7459412,20619.3143809221
"732","28746","42","0","2583",Lake Lure,,162.60162601626,1635267198.94843,301403.103342596
"733","28747","10","1","2517",Lake Toxaway,,39.7298371076679,1644170650.80768,278687.825520297
"734","28748","109","4","12684",Leicester,,85.9350362661621,2568900770.12885,433742.542694055
"735","28749",,,"0",Little Switzerland,Population <500 and Cases <5,,1713987.45050049,8852.52475284555
"736","28751","34","0","3738",Maggie Valley,,90.9577314071696,1196971956.93442,252655.252396679
"737","28752","744","17","31501",Marion,,236.182978318149,6843838240.70496,729852.019397462
"738","28753","53","0","12286",Marshall,,43.1385316620544,7221367422.4903,582321.875436496
"739","28754","56","1","8823",Mars Hill,,63.4704748951604,2532637146.55933,336365.654274913
"740","28756","69","0","4770",Mill Spring,,144.654088050314,2319967191.40479,359387.276461913
"741","28757","9","0","0",Montreat,,,129672.114624023,2617.87913210505
"742","28759","97","1","7867",Mills River,,123.299860175416,710290580.507599,219074.688607406
"743","28761","189","8","8493",Nebo,,222.536206287531,3254647047.74689,448908.605974669
"744","28762","106","1","7603",Old Fort,,139.418650532684,2996741187.4848,387268.208256283
"745","28763","31","0","2864",Otto,,108.240223463687,1145043002.66425,202810.842815888
"746","28766","4","0","1526",Penrose,,26.2123197903014,159626292.482056,88900.5625977206
"747","28768","79","0","7895",Pisgah Forest,,100.063331222293,2244655883.74216,321689.536597621
"748","28771","171","3","8212",Robbinsville,,208.23185582075,9086438704.3884,732920.807564289
"749","28772","2","0","1942",Rosman,,10.2986611740474,577124059.134399,256613.212684218
"750","28773","62","4","3508",Saluda,,176.738882554162,1396855034.24573,267712.497423626
"751","28774","19","0","1569",Sapphire,,121.096239643085,1130246511.80005,224488.61951138
"752","28775","6","1","493",Scaly Mountain,,121.703853955375,456631744.06662,130336.94180952
"753","28777","296","3","10391",Spruce Pine,,284.861899720912,1968811938.32007,332780.684408785
"754","28778","121","1","10803",Swannanoa,,112.005924280293,692162823.950317,188030.795128165
"755","28779","204","2","17610",Sylva,,115.843270868825,3287520334.70795,472387.421611018
"756","28781","7","0","957",Topton,,73.1452455590387,2402982140.90009,297913.620657844
"757","28782","84","5","6512",Tryon,,128.992628992629,1239852111.02036,390005.579825198
"758","28783","32","2","1905",Tuckasegee,,167.979002624672,2507065764.50815,412465.098737654
"759","28785","46","0","8309",Waynesville,,55.361656035624,4680111391.07288,434987.630089387
"760","28786","158","1","21837",Waynesville,,72.3542611164537,2130537927.5513,319219.020654079
"761","28787","223","0","20681",Weaverville,,107.828441564721,2146776657.76654,337936.038355962
"762","28789","57","1","6551",Whittier,,87.009616852389,1731085189.80936,281392.474737519
"763","28790","38","0","3775",Zirconia,,100.662251655629,1184634316.47168,272368.233599775
"764","28791","245","10","15811",Hendersonville,,154.955410789956,466838231.125,123544.27336528
"765","28792","891","41","37949",Hendersonville,,234.788795488682,2892120004.20319,483608.715059927
"766","28801","192","4","16782",Asheville,,114.408294601359,142991050.123962,66531.4000304091
"767","28803","422","11","34731",Asheville,,121.50528346434,1148499781.62708,221583.067984848
"768","28804","167","6","23302",Asheville,,71.6676680113295,818376430.368896,216401.982596761
"769","28805","214","11","20394",Asheville,,104.932823379425,743578799.615234,203043.782551956
"770","28806","749","30","43841",Asheville,,170.844643142264,1123591112.45288,297671.815966071
"771","28901","175","5","6039",Andrews,,289.783076668323,1881090750.42804,271571.032581688
"772","28902","22","0","1562",Brasstown,,140.845070422535,645585335.657318,162521.113458697
"773","28904","108","2","9535",Hayesville,,113.26691137913,5317145252.91805,403950.005454209
"774","28905","55","1","3548",Marble,,155.016910935738,1058320723.96715,269002.244098821
"775","28906","395","6","20296",Murphy,,194.619629483642,9849733400.34212,586826.324547444
"776","28909","8","0","1068",Warne,,74.9063670411985,269492752.319427,107722.293423693
"777","27969",,,"0",Roduco,Population <500 and Cases <5,,724387.010986328,3958.82496624679
"778","28253",,,"0",Charlotte,Population <500 and Cases <5,,133339.295837402,3050.2273713774
"779","28608","20","0","0",Boone,,,274774.708862305,3583.90419251761
"780","27533","446","2","0",,,456,18055719.4014893,15817.3715737294
